outer_x,outer_y,inner_x,inner_y,diameter_x,diameter_y,mec_x,mec_y,diam_circle_x,diam_circle_y,observer_x,observer_y,truth_x,truth_y
,,,,,,34.23766968997696,-29.241363217087528,28.338745235993226,-25.212898242007526,,,,
,,,,,,34.55286640825254,-29.199866781895196,28.633654207721154,-25.174072739318618,,,,
,,,,,,34.86729090788857,-29.152875725575893,28.927840664931203,-25.13010627870522,,,,
,,,,,,35.18084741213655,-29.100404362060587,29.22121499557866,-25.08101225277716,,,,
,,,,,,35.49344040864782,-29.042468674634904,29.513687835000447,-25.02680561605031,,,,
,,,,,,35.80497467856745,-28.97908631107047,29.805170093136393,-24.96750288039134,,,,
,,,,,,36.115355325538935,-28.91027657824923,30.09557298166704,-24.903122109988004,,,,
,,,,,,36.424487804610486,-28.836060436282374,30.384808041059337,-24.833682915846637,,,,
,,,,,,36.73227795103435,-28.756460492125687,30.67278716751232,-24.75920644981845,,,,
,,,,,,37.0386320089503,-28.671500992693264,30.95942263979436,-24.679715398156457,,,,
,,,,,,37.34345665994456,-28.581207817471658,31.244627145963875,-24.595233974605048,,,,
,,,,,,37.64665905147554,-28.48560847063673,31.52831380996546,-24.50578791302423,,,,
